ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000106213	IG_V_pseudogene	Igkv13-55-1	36.28
ENSMUSG00000106214	TEC	Gm43426	36.31
ENSMUSG00000106215	miRNA	Mir7218	50.85
ENSMUSG00000106216	IG_V_pseudogene	Igkv13-61-1	37.03
ENSMUSG00000106217	processed_pseudogene	Gm43368	48.66
ENSMUSG00000106218	antisense	Gm43713	43.01
ENSMUSG00000106219	lincRNA	5830416I19Rik	46.49
ENSMUSG00000106220	TEC	Gm43288	45.13
ENSMUSG00000106221	miRNA	Gm47301	55
ENSMUSG00000106222	lincRNA	Rprl1	62.61
ENSMUSG00000106223	lincRNA	2400006E01Rik	42.38
ENSMUSG00000106224	TEC	Gm43823	48.45
ENSMUSG00000106225	processed_pseudogene	Gm43564	50.24
ENSMUSG00000106226	IG_V_pseudogene	Gm43586	47.42
ENSMUSG00000106227	lincRNA	Gm43464	40.79
ENSMUSG00000106228	miRNA	Mir3073b	55
ENSMUSG00000106229	sense_intronic	Gm19409	45.28
ENSMUSG00000106230	lincRNA	Gm29811	44.81
ENSMUSG00000106231	processed_pseudogene	Gm18611	43.2
ENSMUSG00000106232	antisense	Gm43236	50.16
ENSMUSG00000106233	miRNA	Mir509	34.67
ENSMUSG00000106234	TEC	Gm43535	59.15
ENSMUSG00000106235	lincRNA	Gm33347	46.13
ENSMUSG00000106236	miRNA	Gm38670	59.74
ENSMUSG00000106237	lincRNA	Gm8066	55.03
ENSMUSG00000106238	processed_pseudogene	Gm42824	47.37
ENSMUSG00000106239	processed_pseudogene	Gm9260	43.09
ENSMUSG00000106240	processed_pseudogene	Gm3544	47.87
ENSMUSG00000106241	TEC	Gm43143	43.6
ENSMUSG00000106242	miRNA	Gm44353	17.39
ENSMUSG00000106243	processed_pseudogene	Gm5050	53.42
ENSMUSG00000106244	TEC	Gm43046	36.43
ENSMUSG00000106245	lincRNA	Gm43824	38.53
ENSMUSG00000106246	processed_pseudogene	Gm18867	41.73
ENSMUSG00000106247	protein_coding	Gm43720	50.04
ENSMUSG00000106248	processed_pseudogene	Gm9728	51.37
ENSMUSG00000106249	lincRNA	Gm43349	45.61
ENSMUSG00000106250	processed_pseudogene	Gm43392	48.39
ENSMUSG00000106251	sense_intronic	Gm42658	37.9
ENSMUSG00000106252	miRNA	Mir684-1	38.37
ENSMUSG00000106253	miRNA	Mir468	42.31
ENSMUSG00000106254	TEC	Gm42907	44.23
ENSMUSG00000106255	lincRNA	Gm36793	48.1
ENSMUSG00000106256	IG_V_pseudogene	Igkv12-47	45.19
ENSMUSG00000106257	unprocessed_pseudogene	Gm9023	38.99
ENSMUSG00000106258	processed_pseudogene	Rpl7a-ps7	54.51
ENSMUSG00000106259	TR_V_pseudogene	Trav11n	49.55
ENSMUSG00000106260	processed_pseudogene	Gm43524	54.36
ENSMUSG00000106261	lincRNA	Gm34086	48.39
ENSMUSG00000106262	TEC	Gm43375	44.84
ENSMUSG00000106263	antisense	Gm33050	40.81
ENSMUSG00000106264	miRNA	Mir7646	46.3
ENSMUSG00000106265	TEC	Gm42490	38.42
ENSMUSG00000106266	lincRNA	Gm43447	45.73
ENSMUSG00000106267	processed_pseudogene	Gm40319	46.36
ENSMUSG00000106268	processed_pseudogene	Gm18492	48.33
ENSMUSG00000106269	lincRNA	4930580E04Rik	44.81
ENSMUSG00000106270	lincRNA	C820005J03Rik	42.21
ENSMUSG00000106271	processed_pseudogene	Gm43752	51.79
ENSMUSG00000106272	scaRNA	Gm22897	49.61
ENSMUSG00000106273	processed_pseudogene	Gm43767	57.74
ENSMUSG00000106274	processed_pseudogene	Gm42828	43.5
ENSMUSG00000106275	lincRNA	Gm42495	49.64
ENSMUSG00000106276	processed_pseudogene	Gm9397	47.2
ENSMUSG00000106278	miRNA	Mir3970	36.67
ENSMUSG00000106279	miRNA	Gm47287	70
ENSMUSG00000106280	lincRNA	Gm42880	33.8
ENSMUSG00000106281	miRNA	Gm44346	68.09
ENSMUSG00000106282	transcribed_processed_pseudogene	Gm2287	47.06
ENSMUSG00000106283	processed_pseudogene	Rpl7a-ps2	51.16
ENSMUSG00000106284	processed_pseudogene	Gm43139	46.13
ENSMUSG00000106285	processed_transcript	Gm43574	38.21
ENSMUSG00000106286	processed_pseudogene	Gm43424	54.15
ENSMUSG00000106287	sense_intronic	Gm43585	42.12
ENSMUSG00000106288	TEC	Gm43593	34.4
ENSMUSG00000106289	TR_V_gene	Trav23	52.28
ENSMUSG00000106290	TEC	Gm43429	40.87
ENSMUSG00000106291	TEC	1110003F10Rik	41.85
ENSMUSG00000106292	TEC	Gm43174	48.92
ENSMUSG00000106293	lincRNA	Gm42476	39.46
ENSMUSG00000106294	processed_pseudogene	Gm8539	45.91
ENSMUSG00000106295	processed_pseudogene	Gm42932	56.99
ENSMUSG00000106296	sense_intronic	4632404M16Rik	49.03
ENSMUSG00000106297	miRNA	Gm47285	54.1
ENSMUSG00000106298	IG_V_pseudogene	Gm42958	39.62
ENSMUSG00000106299	miRNA	Gm44339	48.81
ENSMUSG00000106300	antisense	Gm42765	48.11
ENSMUSG00000106301	processed_pseudogene	Gm8365	52.31
ENSMUSG00000106302	miRNA	Mir6902	43.75
ENSMUSG00000106303	unprocessed_pseudogene	Gm7652	35.75
ENSMUSG00000106304	lincRNA	Gm42518	44.14
ENSMUSG00000106305	processed_pseudogene	Gm42911	46.13
ENSMUSG00000106306	processed_transcript	4933401H06Rik	42.29
ENSMUSG00000106307	scaRNA	Gm23370	49.23
ENSMUSG00000106308	processed_pseudogene	Gm42719	40.28
ENSMUSG00000106309	processed_pseudogene	Gm40414	52.81
ENSMUSG00000106310	TEC	Gm43523	36.97
ENSMUSG00000106311	sense_intronic	Gm43755	56.4
ENSMUSG00000106312	miRNA	Gm44378	42.17
ENSMUSG00000106313	processed_pseudogene	Gm9402	43.3
ENSMUSG00000106314	processed_pseudogene	Gm9632	43.55
ENSMUSG00000106315	IG_V_pseudogene	Gm42720	47.67
ENSMUSG00000106316	processed_pseudogene	Gm43467	50.57
ENSMUSG00000106317	lincRNA	Gm43848	36.81
ENSMUSG00000106318	IG_V_pseudogene	Igkv2-93-1	41.79
ENSMUSG00000106319	lincRNA	Gm42601	43.61
ENSMUSG00000106320	TEC	Gm42992	42.28
ENSMUSG00000106321	lincRNA	Gm43674	40.2
ENSMUSG00000106322	processed_pseudogene	Gm43432	47.11
ENSMUSG00000106323	miRNA	Mir7228	56.41
ENSMUSG00000106324	processed_pseudogene	Gm43222	41.96
ENSMUSG00000106325	IG_V_pseudogene	Ighv8-10	49.21
ENSMUSG00000106326	transcribed_processed_pseudogene	Gm42977	36.83
ENSMUSG00000106327	processed_pseudogene	Ckb-ps2	56.44
ENSMUSG00000106328	miRNA	Mir7118	59.02
ENSMUSG00000106329	TEC	Gm10652	43.86
ENSMUSG00000106330	processed_pseudogene	Gm43369	41.69
ENSMUSG00000106331	processed_pseudogene	Gm5309	36.93
ENSMUSG00000106332	TEC	Gm43506	43.56
ENSMUSG00000106333	lincRNA	4930428O21Rik	43.44
ENSMUSG00000106334	lincRNA	Gm43549	48.47
ENSMUSG00000106335	processed_pseudogene	Gm20223	42.48
ENSMUSG00000106336	miRNA	Mir129b	47.69
ENSMUSG00000106337	TEC	Gm42478	36.67
ENSMUSG00000106338	lincRNA	Gm43645	44.09
ENSMUSG00000106339	TEC	Gm43489	36.25
ENSMUSG00000106340	miRNA	Mir290b	36.21
ENSMUSG00000106341	sense_intronic	Gm43330	35.21
ENSMUSG00000106342	lincRNA	Gm42891	44.12
ENSMUSG00000106343	processed_pseudogene	Gm18430	49.12
ENSMUSG00000106344	miRNA	Mir1892	37.5
ENSMUSG00000106345	processed_pseudogene	Gm42459	44.61
ENSMUSG00000106346	processed_pseudogene	Gtpbp4-ps6	44.18
ENSMUSG00000106347	miRNA	Mir5615-1	38.33
ENSMUSG00000106348	miRNA	Mir1a-2	33.33
ENSMUSG00000106349	miRNA	Gm44387	19.31
ENSMUSG00000106350	protein_coding	Gm4869	49.55
ENSMUSG00000106351	processed_pseudogene	Gm8896	50.27
ENSMUSG00000106352	processed_transcript	5033403H07Rik	45.51
ENSMUSG00000106353	processed_pseudogene	Gm43726	52.9
ENSMUSG00000106354	TEC	Gm42607	43
ENSMUSG00000106355	miRNA	n-TSaga9	55.14
ENSMUSG00000106356	TEC	Gm42438	34.91
ENSMUSG00000106357	lincRNA	Gm8013	44.67
ENSMUSG00000106358	processed_pseudogene	Gm7047	44.78
ENSMUSG00000106359	TEC	4930554G22Rik	51.6
ENSMUSG00000106360	miRNA	Gm44338	40.91
ENSMUSG00000106361	macro_lncRNA	Gm35066	41.54
ENSMUSG00000106362	miRNA	Gm47279	72.53
ENSMUSG00000106363	processed_pseudogene	Gm43402	45.28
ENSMUSG00000106364	TEC	Gm42994	38.45
ENSMUSG00000106365	lincRNA	Gm43568	44.72
ENSMUSG00000106366	miRNA	Mir3069	46.15
ENSMUSG00000106367	lincRNA	Gm34078	42.01
ENSMUSG00000106368	miRNA	Gm44453	55.56
ENSMUSG00000106369	transcribed_unprocessed_pseudogene	Gm43355	43.55
ENSMUSG00000106370	processed_pseudogene	Gm43382	42.12
ENSMUSG00000106371	sense_intronic	9530097N15Rik	34.74
ENSMUSG00000106372	IG_V_pseudogene	Igkv14-126-1	42.4
ENSMUSG00000106373	unprocessed_pseudogene	Gm6522	37.7
ENSMUSG00000106374	TEC	Gm27680	47.09
ENSMUSG00000106375	TEC	Gm43361	38.21
ENSMUSG00000106376	transcribed_processed_pseudogene	Gm34139	47.62
ENSMUSG00000106377	miRNA	Gm44300	41.32
ENSMUSG00000106378	lincRNA	Gm42945	43.08
ENSMUSG00000106379	protein_coding	Lhfpl3	40.88
ENSMUSG00000106380	antisense	Gm3519	43.22
ENSMUSG00000106381	IG_V_pseudogene	Igkv2-95-1	41.41
ENSMUSG00000106382	TR_V_pseudogene	Trav4-1	51.81
ENSMUSG00000106383	TEC	E330034L11Rik	46.79
ENSMUSG00000106384	TEC	Gm43188	42.45
ENSMUSG00000106385	TEC	Gm42943	41.64
ENSMUSG00000106386	TEC	Gm42991	41.54
ENSMUSG00000106387	IG_V_pseudogene	Igkv4-73	44.19
ENSMUSG00000106388	unprocessed_pseudogene	Rhox7-ps2	44.98
ENSMUSG00000106389	processed_pseudogene	Gm21006	41.08
ENSMUSG00000106390	processed_pseudogene	Gm5551	41.59
ENSMUSG00000106391	TEC	Gm42690	48.91
ENSMUSG00000106392	processed_pseudogene	Gm5870	58.16
ENSMUSG00000106393	lincRNA	Gm43562	45.19
ENSMUSG00000106394	processed_pseudogene	Gm42698	41.08
ENSMUSG00000106395	antisense	Gm42439	40.61
ENSMUSG00000106396	antisense	Gm42902	43.14
ENSMUSG00000106397	unprocessed_pseudogene	Gm21049	34.44
ENSMUSG00000106398	lincRNA	Gm43357	44.59
ENSMUSG00000106399	processed_pseudogene	Gm43530	61.31
ENSMUSG00000106400	miRNA	Mir216c	43.48
ENSMUSG00000106401	IG_V_pseudogene	Gm43284	46.25
ENSMUSG00000106402	processed_pseudogene	Gm17824	47.95
ENSMUSG00000106403	IG_V_gene	Igkv20-101-2	39.26
ENSMUSG00000106404	TEC	Gm42919	33.57
ENSMUSG00000106405	IG_J_gene	Iglj3p	42.11
ENSMUSG00000106406	miRNA	Mir7682	51.72
ENSMUSG00000106407	processed_transcript	Gm43439	44.06
ENSMUSG00000106408	TEC	Gm43321	38.61
ENSMUSG00000106409	miRNA	Mir7092	29.41
ENSMUSG00000106410	processed_pseudogene	Gm29755	50.11
ENSMUSG00000106411	TEC	Gm42445	39.47
ENSMUSG00000106412	miRNA	Gm44460	60.47
ENSMUSG00000106413	antisense	Gm42823	40.72
ENSMUSG00000106414	TEC	Gm43320	33.95
ENSMUSG00000106415	antisense	Gm42893	39.24
ENSMUSG00000106416	processed_pseudogene	Gm5857	50.71
ENSMUSG00000106417	processed_pseudogene	Gm42628	51.18
ENSMUSG00000106418	miRNA	Gm44397	62.83
ENSMUSG00000106419	processed_pseudogene	Gm5550	45.26
ENSMUSG00000106420	processed_pseudogene	Gm9245	48.32
ENSMUSG00000106421	processed_pseudogene	Gm9645	54.55
ENSMUSG00000106422	lincRNA	Gm42812	43.24
ENSMUSG00000106423	lincRNA	Gm42825	36.67
ENSMUSG00000106424	antisense	Gm34866	43.56
ENSMUSG00000106425	miRNA	Mir873b	46.75
ENSMUSG00000106426	lincRNA	Gm36211	50.13
ENSMUSG00000106427	TEC	Gm42820	48.81
ENSMUSG00000106428	IG_V_pseudogene	Gm42667	47.01
ENSMUSG00000106429	lincRNA	Gm10685	48.81
ENSMUSG00000106430	TEC	Gm42460	43.67
ENSMUSG00000106431	miRNA	Gm44492	64.54
ENSMUSG00000106432	sense_intronic	Gm43259	37.23
ENSMUSG00000106433	processed_pseudogene	Gm32102	51.45
ENSMUSG00000106434	IG_V_pseudogene	Gm42990	44.23
ENSMUSG00000106435	processed_pseudogene	Gm3103	49.34
ENSMUSG00000106436	miRNA	Mir7015	54.69
ENSMUSG00000106437	lincRNA	Gm35667	42.15
ENSMUSG00000106438	lincRNA	Gm32051	46.1
ENSMUSG00000106439	miRNA	Gm44327	51.28
ENSMUSG00000106440	miRNA	Gm44466	66.67
ENSMUSG00000106441	lincRNA	Gm42921	44.02
ENSMUSG00000106442	TEC	Gm42594	32.11
ENSMUSG00000106443	sense_intronic	Gm42702	39.7
ENSMUSG00000106444	processed_pseudogene	Gm18748	39.14
ENSMUSG00000106445	protein_coding	Gm21190	44.79
ENSMUSG00000106446	TEC	Gm42970	44.01
ENSMUSG00000106447	protein_coding	Gm42957	47.4
ENSMUSG00000106448	TEC	Gm43486	36.18
ENSMUSG00000106450	TEC	Gm43018	41.1
ENSMUSG00000106451	TEC	Gm42934	43.57
ENSMUSG00000106452	processed_pseudogene	Gm43749	45.74
ENSMUSG00000106453	processed_pseudogene	Gm9273	50.35
ENSMUSG00000106454	processed_pseudogene	Gm17775	50.78
ENSMUSG00000106455	processed_pseudogene	Gm5711	49.17
ENSMUSG00000106456	unprocessed_pseudogene	Gm9678	42.64
ENSMUSG00000106457	TEC	Gm42585	35.45
ENSMUSG00000106458	TEC	Gm42633	50.25
ENSMUSG00000106459	processed_pseudogene	Gm43245	45.73
ENSMUSG00000106460	processed_pseudogene	Gm17935	41.32
ENSMUSG00000106461	lincRNA	Gm20755	42.75
ENSMUSG00000106462	processed_pseudogene	Gm43725	50.95
ENSMUSG00000106463	miRNA	Mir1291	45.3
ENSMUSG00000106464	lincRNA	C130083M11Rik	42.61
ENSMUSG00000106465	miRNA	Mir374c	34.69
ENSMUSG00000106466	lincRNA	Gm40348	51.45
ENSMUSG00000106467	TEC	Gm43395	36.16
ENSMUSG00000106468	miRNA	Gm47282	57.94
ENSMUSG00000106469	TEC	C030015E24Rik	34.42
ENSMUSG00000106470	miRNA	Mir7055	45.76
ENSMUSG00000106471	miRNA	Mir3107	65.56
ENSMUSG00000106472	sense_intronic	Gm43111	43.67
ENSMUSG00000106473	unprocessed_pseudogene	Gm19089	41.66
ENSMUSG00000106474	miRNA	Gm47294	62.5
ENSMUSG00000106475	TEC	Gm43011	40.49
ENSMUSG00000106476	processed_pseudogene	Rpl36-ps9	60.29
ENSMUSG00000106477	processed_pseudogene	Gm8874	53.5
ENSMUSG00000106478	antisense	Gm36551	49.94
ENSMUSG00000106479	miRNA	Mir721	39.77
ENSMUSG00000106480	IG_V_pseudogene	Igkv14-118-1	44.74
ENSMUSG00000106481	TR_V_pseudogene	Trav15d-3	41.32
ENSMUSG00000106482	IG_V_pseudogene	Ighv8-16	46.6
ENSMUSG00000106483	lincRNA	Gm32736	45.86
ENSMUSG00000106484	processed_pseudogene	Gm17833	51.83
ENSMUSG00000106485	TEC	3830422I06Rik	46.99
ENSMUSG00000106486	processed_pseudogene	Gm9771	47.41
ENSMUSG00000106487	processed_pseudogene	Gm43407	48.58
ENSMUSG00000106488	miRNA	Mir669a-11	35.63
ENSMUSG00000106489	scaRNA	Gm23370	48.84
ENSMUSG00000106490	TEC	Gm43283	39.72
ENSMUSG00000106491	TEC	Gm42446	35.75
ENSMUSG00000106492	lincRNA	Gm29707	46.01
ENSMUSG00000106493	miRNA	Mir9-1	40.45
ENSMUSG00000106494	IG_V_pseudogene	Igkv2-107	40.92
ENSMUSG00000106495	TEC	Gm42755	31.75
ENSMUSG00000106496	processed_pseudogene	Gm7733	39.28
ENSMUSG00000106497	TEC	Gm43195	52.44
ENSMUSG00000106498	TEC	Gm43032	36.31
ENSMUSG00000106499	processed_pseudogene	Gm9403	44.7
ENSMUSG00000106500	TEC	Gm42540	42.48
ENSMUSG00000106501	lincRNA	Gm42711	42.47
ENSMUSG00000106502	processed_pseudogene	Gm42795	46.05
ENSMUSG00000106503	lincRNA	Gm42827	42.2
ENSMUSG00000106504	processed_pseudogene	Gm43529	41.75
ENSMUSG00000106505	lincRNA	Gm32693	40.5
ENSMUSG00000106506	lincRNA	4930558F17Rik	35.5
ENSMUSG00000106507	lincRNA	Gm43056	44.97
ENSMUSG00000106508	TEC	4933425M03Rik	48.7
ENSMUSG00000106509	processed_pseudogene	Gm43394	47.41
ENSMUSG00000106510	processed_pseudogene	Gm18429	45.37
ENSMUSG00000106511	TEC	Gm43521	47.84
ENSMUSG00000106512	TEC	Gm43078	57.74
ENSMUSG00000106513	miRNA	Gm44348	52.46
ENSMUSG00000106514	miRNA	Mir6976	57.14
ENSMUSG00000106515	lincRNA	Gm30382	41.74
ENSMUSG00000106516	TEC	Gm42441	45.72
ENSMUSG00000106517	TEC	Gm42634	49.08
ENSMUSG00000106518	TEC	Gm42759	41.9
ENSMUSG00000106519	lincRNA	Gm38509	45.65
ENSMUSG00000106520	processed_pseudogene	Gm8706	43.93
ENSMUSG00000106521	miRNA	Gm44343	43.33
ENSMUSG00000106522	sense_intronic	Gm42871	45.81
ENSMUSG00000106523	miRNA	Gm44497	63.64
ENSMUSG00000106524	lincRNA	Gm42706	42.77
ENSMUSG00000106525	lincRNA	Gm42695	44.72
ENSMUSG00000106526	antisense	Gm42604	42.67
ENSMUSG00000106527	processed_pseudogene	Gm43671	50.81
ENSMUSG00000106528	TEC	Gm42841	35.56
ENSMUSG00000106529	processed_pseudogene	Gm18451	40.6
ENSMUSG00000106530	processed_pseudogene	Gm42430	40.42
ENSMUSG00000106531	processed_pseudogene	Gm43233	47.73
ENSMUSG00000106532	processed_pseudogene	Gm5714	52.65
ENSMUSG00000106533	TR_V_pseudogene	Trav3d-2	45.75
ENSMUSG00000106534	processed_pseudogene	Gm6366	44.79
ENSMUSG00000106535	sense_intronic	Gm43031	33.28
ENSMUSG00000106536	TEC	Gm42508	43.44
ENSMUSG00000106537	TEC	Gm43502	43.68
ENSMUSG00000106538	lincRNA	Gm30301	46.34
ENSMUSG00000106539	TEC	Gm43670	42.33
ENSMUSG00000106540	lincRNA	4930590L14Rik	35.13
ENSMUSG00000106541	TEC	Gm43246	50.71
ENSMUSG00000106542	TEC	Gm43410	38.9
ENSMUSG00000106543	sense_intronic	Gm43378	46.22
ENSMUSG00000106544	miRNA	Gm44334	58.93
ENSMUSG00000106545	processed_pseudogene	Gm33952	46.81
ENSMUSG00000106546	IG_V_pseudogene	Igkv13-56-1	38.76
ENSMUSG00000106547	lincRNA	B230303O12Rik	44.2
ENSMUSG00000106548	processed_pseudogene	Gm43390	40.14
ENSMUSG00000106549	TEC	Gm42653	41
ENSMUSG00000106550	processed_transcript	Gm43646	42.15
ENSMUSG00000106551	processed_pseudogene	Gm1969	44.51
ENSMUSG00000106552	unprocessed_pseudogene	Obox4-ps5	45.59
ENSMUSG00000106553	TEC	6720482G16Rik	35.49
ENSMUSG00000106554	lincRNA	Gm33474	47.16
ENSMUSG00000106555	antisense	Gm2479	46.63
ENSMUSG00000106556	miRNA	Gm44375	60
ENSMUSG00000106557	TEC	Gm42442	45.63
ENSMUSG00000106558	processed_pseudogene	Gm5552	42.72
ENSMUSG00000106559	processed_pseudogene	Gm43680	46.76
ENSMUSG00000106560	TEC	Gm43119	46.51
ENSMUSG00000106561	miRNA	Gm47293	65.79
ENSMUSG00000106562	processed_pseudogene	Gm5981	50.51
ENSMUSG00000106563	miRNA	Mir6962	50.79
ENSMUSG00000106564	processed_pseudogene	Gm8969	52.09
ENSMUSG00000106565	processed_pseudogene	Gm43582	39.36
ENSMUSG00000106566	TEC	Gm43836	49.08
ENSMUSG00000106567	antisense	2010309G21Rik	39.53
ENSMUSG00000106568	processed_pseudogene	Gm42814	49.57
ENSMUSG00000106569	processed_pseudogene	Gm43036	42.86
ENSMUSG00000106570	TEC	C230071H17Rik	42.01
ENSMUSG00000106571	miRNA	Gm44395	16.34
ENSMUSG00000106572	transcribed_processed_pseudogene	4933417G07Rik	48.46
ENSMUSG00000106573	TEC	Gm43183	56.31
ENSMUSG00000106574	processed_pseudogene	Gm2451	55.16
ENSMUSG00000106575	TEC	Gm42613	35.47
ENSMUSG00000106576	unprocessed_pseudogene	Gm4866	54.16
ENSMUSG00000106577	lincRNA	Gm31026	40.27
ENSMUSG00000106578	miRNA	Mir7217	51.61
ENSMUSG00000106579	TEC	Gm42771	41.23
ENSMUSG00000106580	miRNA	Mir7231	49.18
ENSMUSG00000106581	miRNA	Mir7042	43.1
ENSMUSG00000106582	unprocessed_pseudogene	Obox4-ps24	44
ENSMUSG00000106583	processed_transcript	4930447N08Rik	41.72
ENSMUSG00000106584	TEC	4930502C17Rik	43.99
ENSMUSG00000106585	snoRNA	Gm25053	50.76
ENSMUSG00000106586	antisense	1700013M08Rik	44.66
ENSMUSG00000106587	miRNA	Gm47311	63.77
ENSMUSG00000106588	antisense	Gm17590	45.33
ENSMUSG00000106589	antisense	4931419H13Rik	43.37
ENSMUSG00000106590	TEC	Gm42879	46.57
ENSMUSG00000106591	miRNA	Gm47286	64.84
ENSMUSG00000106592	unprocessed_pseudogene	Gm43070	43.13
ENSMUSG00000106593	processed_pseudogene	Gm7048	42.04
ENSMUSG00000106594	lincRNA	4930432H08Rik	49.1
ENSMUSG00000106595	miRNA	Gm44314	66.67
ENSMUSG00000106596	TEC	Gm42822	42.77
ENSMUSG00000106597	miRNA	Mir7021	47.62
ENSMUSG00000106598	lincRNA	Gm43532	39.49
ENSMUSG00000106599	IG_V_pseudogene	Ighv1-73	51.49
ENSMUSG00000106600	miRNA	Mir6915	53.62
ENSMUSG00000106601	IG_V_pseudogene	Ighv1-70	50.23
ENSMUSG00000106602	lincRNA	4930405L22Rik	39.2
ENSMUSG00000106603	TEC	Gm43509	41.21
ENSMUSG00000106604	TEC	Gm42535	34.6
ENSMUSG00000106605	miRNA	Gm44365	53.6
ENSMUSG00000106606	processed_pseudogene	Gm43217	44.69
ENSMUSG00000106607	TEC	Gm43178	32.97
ENSMUSG00000106608	miRNA	Mir466b-1	34.15
ENSMUSG00000106609	TEC	Gm43181	42.81
ENSMUSG00000106610	processed_pseudogene	Gm43103	39.53
ENSMUSG00000106611	miRNA	Gm22048	41.57
ENSMUSG00000106612	TEC	Gm43750	43.08
ENSMUSG00000106613	processed_pseudogene	Gm42652	46.25
ENSMUSG00000106614	processed_pseudogene	Gm43746	48.39
ENSMUSG00000106615	processed_pseudogene	Gm8968	47.05
ENSMUSG00000106616	unprocessed_pseudogene	Obox4-ps25	46.67
ENSMUSG00000106617	antisense	Gm36266	50.71
ENSMUSG00000106618	miRNA	Gm47281	53.33
ENSMUSG00000106619	processed_pseudogene	Gm9353	58.11
ENSMUSG00000106620	TR_V_gene	Trav7-5	46.02
ENSMUSG00000106621	TEC	Gm42752	47.38
ENSMUSG00000106622	processed_pseudogene	Gm5554	46.68
ENSMUSG00000106623	TEC	Gm43335	48.75
ENSMUSG00000106624	processed_pseudogene	Gm8853	44.94
ENSMUSG00000106625	TEC	Gm43344	43.61
ENSMUSG00000106626	miRNA	Gm44302	49.45
ENSMUSG00000106627	protein_coding	Gm21680	44.38
ENSMUSG00000106628	TEC	Gm43558	54.76
ENSMUSG00000106629	antisense	Gm40155	40.1
ENSMUSG00000106630	IG_V_pseudogene	Igkv2-116	42.56
ENSMUSG00000106631	protein_coding	Gm42669	41.45
ENSMUSG00000106632	lincRNA	Gm33466	41.95
ENSMUSG00000106633	processed_pseudogene	Gm43431	39.12
ENSMUSG00000106634	lincRNA	Gm43042	44.04
ENSMUSG00000106635	TEC	Gm43098	45.34
ENSMUSG00000106636	processed_transcript	Gm43813	42.95
ENSMUSG00000106637	TEC	Gm42455	36.4
ENSMUSG00000106639	lincRNA	Gm43121	45.52
ENSMUSG00000106640	processed_pseudogene	Gm20940	53.89
ENSMUSG00000106641	TEC	Gm43534	45.43
ENSMUSG00000106642	miRNA	Mir465d	31.03
ENSMUSG00000106643	TEC	Gm43422	42.68
ENSMUSG00000106644	lincRNA	Gm40331	43.1
ENSMUSG00000106645	IG_V_pseudogene	Gm42643	45.52
ENSMUSG00000106646	TEC	Gm42483	32.72
ENSMUSG00000106647	lincRNA	Gm42523	44.12
ENSMUSG00000106648	TEC	Gm43176	45.3
ENSMUSG00000106649	miRNA	Gm49349	43.28
ENSMUSG00000106650	TEC	Gm43404	33.15
ENSMUSG00000106651	TEC	Gm42608	41.33
ENSMUSG00000106652	lincRNA	Gm43358	35.89
ENSMUSG00000106653	miRNA	Mir299a	41.27
ENSMUSG00000106654	processed_pseudogene	Gm2623	50.35
ENSMUSG00000106655	miRNA	Mir3961	50.85
ENSMUSG00000106656	lincRNA	Gm42750	41.68
ENSMUSG00000106657	miRNA	Gm47303	52.54
ENSMUSG00000106658	lincRNA	Gm36548	45.2
ENSMUSG00000106659	lincRNA	Gm42161	53.06
ENSMUSG00000106660	processed_pseudogene	Gm43472	43.22
ENSMUSG00000106661	processed_pseudogene	Gm42832	41.21
ENSMUSG00000106662	TEC	Gm43034	55.72
ENSMUSG00000106663	antisense	Gm42839	57.74
ENSMUSG00000106664	processed_pseudogene	Gm17936	49.39
ENSMUSG00000106665	TEC	Gm43389	37.42
ENSMUSG00000106666	processed_pseudogene	Gm43587	48.53
ENSMUSG00000106667	IG_V_pseudogene	Igkv3-6	43.48
ENSMUSG00000106668	IG_J_gene	Iglj1	55.26
ENSMUSG00000106669	processed_pseudogene	Gm38433	48.01
ENSMUSG00000106670	miRNA	Gm44347	40.74
ENSMUSG00000106671	TEC	Gm42900	45.92
ENSMUSG00000106672	protein_coding	Ip6k2	44.25
ENSMUSG00000106673	TEC	Gm43374	34.71
ENSMUSG00000106674	lincRNA	Gm20005	44.96
ENSMUSG00000106675	TEC	Gm43798	50.25
ENSMUSG00000106676	TEC	Gm42895	46.56
ENSMUSG00000106677	protein_coding	Ugt2a1	36.09
ENSMUSG00000106678	TEC	Gm43457	45.95
ENSMUSG00000106679	lincRNA	Gm42524	37.39
ENSMUSG00000106680	TEC	Gm43852	50.05
ENSMUSG00000106681	TEC	Gm43004	37.98
ENSMUSG00000106682	TEC	Gm42648	38.88
ENSMUSG00000106683	lincRNA	Gm43263	40.27
ENSMUSG00000106684	lncRNA	Gm43391	41.94
ENSMUSG00000106685	protein_coding	Rasgrp2	53.39
ENSMUSG00000106687	protein_coding	Dgcr8	43.75
ENSMUSG00000106688	lincRNA	Gm42851	44.08
ENSMUSG00000106689	processed_pseudogene	Gm18345	44.89
ENSMUSG00000106690	unprocessed_pseudogene	Gm6348	44.42
ENSMUSG00000106691	TEC	2700029L08Rik	45.6
ENSMUSG00000106692	lincRNA	Gm36447	44.9
ENSMUSG00000106694	TEC	Gm42894	41.95
ENSMUSG00000106695	protein_coding	Men1	55.57
ENSMUSG00000106696	TEC	Gm42729	36.89
ENSMUSG00000106698	antisense	Gm43599	45.21
ENSMUSG00000106699	unprocessed_pseudogene	Gm43224	41.74
